order_id,customer_name,category,sub_category,city,order_date,region,sales,discount,profit,state,Year,Month,Date,Discount_Amt,dispatch_date,Profit Margin,store_id,store_name,product_id,dispatch_to_sale_days
OD569,Yusuf,Oil & Masala,Edible Oil & Ghee,Theni,01-10-2018,West,1668,0.1,283.56,Tamil Nadu,2018,October,1,185,27-09-2018,17,1018,Store_1018,OiEd68,4
OD570,Malik,Food Grains,Rice,Tirunelveli,01-10-2018,West,727,0.23,247.18,Tamil Nadu,2018,October,1,217,27-09-2018,34,1019,Store_1019,FoRi69,4
OD571,Muneer,Bakery,Cakes,Kanyakumari,28-12-2018,East,979,0.1,430.76,Tamil Nadu,2018,December,28,109,26-12-2018,44,1006,Store_1006,BaCa70,2
OD572,Hussain,Bakery,Breads & Buns,Tirunelveli,28-12-2018,East,1362,0.18,381.36,Tamil Nadu,2018,December,28,299,24-12-2018,28,1019,Store_1019,BaBr71,4
OD573,James,Bakery,Biscuits,Bodi,28-12-2018,East,1626,0.24,650.4,Tamil Nadu,2018,December,28,513,25-12-2018,40,1000,Store_1000,BaBi72,3
OD574,Ridhesh,Fruits & Veggies,Fresh Vegetables,Bodi,28-12-2018,East,681,0.23,286.02,Tamil Nadu,2018,December,28,203,25-12-2018,42,1000,Store_1000,FrFr73,3
OD575,James,"Eggs, Meat & Fish",Eggs,Madurai,03-11-2017,West,2017,0.21,322.72,Tamil Nadu,2017,November,3,536,02-11-2017,16,1009,Store_1009,EgEg74,1
OD576,Komal,Beverages,Health Drinks,Krishnagiri,18-09-2016,West,980,0.16,205.8,Tamil Nadu,2016,September,18,187,16-09-2016,21,1008,Store_1008,BeHe75,2
OD577,Peer,Bakery,Biscuits,Krishnagiri,18-09-2016,West,931,0.31,418.95,Tamil Nadu,2016,September,18,418,17-09-2016,45,1008,Store_1008,BaBi76,1
OD578,Vinne,Food Grains,Organic Staples,Vellore,18-09-2016,West,1454,0.31,276.26,Tamil Nadu,2016,September,18,653,15-09-2016,19,1021,Store_1021,FoOr77,3
OD579,Komal,Fruits & Veggies,Organic Vegetables,Krishnagiri,20-07-2018,Central,2139,0.14,192.51,Tamil Nadu,2018,July,20,348,16-07-2018,9,1008,Store_1008,FrOr78,4
OD580,Akash,Food Grains,Organic Staples,Dindigul,20-07-2018,Central,1456,0.14,567.84,Tamil Nadu,2018,July,20,237,16-07-2018,39,1005,Store_1005,FoOr79,4
OD581,Ridhesh,Fruits & Veggies,Organic Fruits,Dharmapuri,10-09-2016,West,2403,0.14,480.6,Tamil Nadu,2016,September,10,391,06-09-2016,20,1004,Store_1004,FrOr80,4
OD582,Suresh,Beverages,Soft Drinks,Viluppuram,01-12-2018,West,822,0.13,98.64,Tamil Nadu,2018,December,1,123,27-11-2018,12,1022,Store_1022,BeSo81,4
OD583,Ramesh,Food Grains,Atta & Flour,Bodi,01-12-2018,West,750,0.16,165,Tamil Nadu,2018,December,1,143,26-11-2018,22,1000,Store_1000,FoAt82,5
OD584,Hussain,Fruits & Veggies,Fresh Fruits,Ooty,01-12-2018,West,1483,0.29,281.77,Tamil Nadu,2018,December,1,606,27-11-2018,19,1012,Store_1012,FrFr83,4
OD585,Ramesh,"Eggs, Meat & Fish",Fish,Vellore,01-12-2018,West,1072,0.3,310.88,Tamil Nadu,2018,December,1,459,30-11-2018,29,1021,Store_1021,EgFi84,1
OD586,Veronica,Snacks,Cookies,Dharmapuri,01-12-2018,West,842,0.22,176.82,Tamil Nadu,2018,December,1,237,29-11-2018,21,1004,Store_1004,SnCo85,2
OD587,Aditi,Snacks,Chocolates,Ramanadhapuram,03-07-2016,South,1479,0.29,73.95,Tamil Nadu,2016,July,3,604,30-06-2016,5,1015,Store_1015,SnCh86,3
OD588,Amy,Oil & Masala,Spices,Namakkal,03-07-2016,South,619,0.12,229.03,Tamil Nadu,2016,July,3,84,01-07-2016,37,1011,Store_1011,OiSp87,2
OD589,Amy,Food Grains,Rice,Trichy,20-03-2017,West,1784,0.29,428.16,Tamil Nadu,2017,March,20,729,18-03-2017,24,1020,Store_1020,FoRi88,2
OD590,Veronica,Bakery,Cakes,Coimbatore,20-03-2017,West,1586,0.31,650.26,Tamil Nadu,2017,March,20,713,15-03-2017,41,1002,Store_1002,BaCa89,5
OD591,Rumaiza,Oil & Masala,Masalas,Tenkasi,20-03-2017,West,1354,0.24,324.96,Tamil Nadu,2017,March,20,428,19-03-2017,24,1017,Store_1017,OiMa90,1
OD592,Muneer,Fruits & Veggies,Organic Vegetables,Salem,20-03-2017,West,1545,0.34,432.6,Tamil Nadu,2017,March,20,796,15-03-2017,28,1016,Store_1016,FrOr91,5
OD593,Roshan,Food Grains,Dals & Pulses,Salem,09-01-2015,Central,2409,0.27,867.24,Tamil Nadu,2015,January,9,891,05-01-2015,36,1016,Store_1016,FoDa92,4
OD594,Sudha,Oil & Masala,Spices,Ooty,09-01-2015,Central,1432,0.15,300.72,Tamil Nadu,2015,January,9,253,05-01-2015,21,1012,Store_1012,OiSp93,4
OD595,Kumar,Snacks,Noodles,Salem,08-08-2015,West,1443,0.25,533.91,Tamil Nadu,2015,August,8,481,04-08-2015,37,1016,Store_1016,SnNo94,4
OD596,Sudha,Food Grains,Rice,Salem,08-08-2015,West,1770,0.19,177,Tamil Nadu,2015,August,8,415,05-08-2015,10,1016,Store_1016,FoRi95,3
OD597,Yusuf,Beverages,Health Drinks,Vellore,08-08-2015,West,1298,0.3,272.58,Tamil Nadu,2015,August,8,556,06-08-2015,21,1021,Store_1021,BeHe96,2
OD598,Kumar,"Eggs, Meat & Fish",Eggs,Nagercoil,08-08-2015,West,1674,0.12,652.86,Tamil Nadu,2015,August,8,228,03-08-2015,39,1010,Store_1010,EgEg97,5
OD599,Arutra,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,14-07-2017,East,1925,0.16,712.25,Tamil Nadu,2017,July,14,367,13-07-2017,37,1015,Store_1015,EgEg98,1
OD600,Adavan,Fruits & Veggies,Fresh Vegetables,Karur,16-07-2017,East,1963,0.27,392.6,Tamil Nadu,2017,July,16,726,11-07-2017,20,1007,Store_1007,FrFr99,5
OD601,Sudeep,Snacks,Chocolates,Cumbum,16-07-2017,East,1899,0.3,797.58,Tamil Nadu,2017,July,16,814,15-07-2017,42,1003,Store_1003,SnCh0,1
OD602,Anu,Beverages,Soft Drinks,Madurai,16-07-2017,East,2172,0.2,608.16,Tamil Nadu,2017,July,16,543,15-07-2017,28,1009,Store_1009,BeSo1,1
OD603,Ravi,Oil & Masala,Spices,Perambalur,15-03-2015,South,2289,0.2,618.03,Tamil Nadu,2015,March,15,572,12-03-2015,27,1013,Store_1013,OiSp2,3
OD604,Ram,Snacks,Noodles,Tirunelveli,15-03-2015,South,2110,0.3,590.8,Tamil Nadu,2015,March,15,904,14-03-2015,28,1019,Store_1019,SnNo3,1
OD605,Peer,Beverages,Health Drinks,Viluppuram,15-03-2015,South,1577,0.33,599.26,Tamil Nadu,2015,March,15,777,14-03-2015,38,1022,Store_1022,BeHe4,1
OD606,James,Beverages,Health Drinks,Salem,15-03-2015,South,2092,0.17,920.48,Tamil Nadu,2015,March,15,428,13-03-2015,44,1016,Store_1016,BeHe5,2
OD607,Yusuf,Beverages,Soft Drinks,Pudukottai,15-03-2015,South,2269,0.21,907.6,Tamil Nadu,2015,March,15,603,14-03-2015,40,1014,Store_1014,BeSo6,1
OD608,Sharon,Oil & Masala,Spices,Nagercoil,23-05-2015,East,1426,0.14,470.58,Tamil Nadu,2015,May,23,232,22-05-2015,33,1010,Store_1010,OiSp7,1
OD609,Rumaiza,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,23-05-2015,East,1895,0.28,852.75,Tamil Nadu,2015,May,23,737,22-05-2015,45,1015,Store_1015,EgEg8,1
OD610,Komal,Fruits & Veggies,Organic Fruits,Viluppuram,23-05-2015,East,580,0.14,168.2,Tamil Nadu,2015,May,23,94,21-05-2015,29,1022,Store_1022,FrOr9,2
OD611,Ganesh,Snacks,Noodles,Ramanadhapuram,28-04-2017,Central,791,0.19,142.38,Tamil Nadu,2017,April,28,186,23-04-2017,18,1015,Store_1015,SnNo10,5
OD612,Sudeep,Food Grains,Atta & Flour,Viluppuram,28-04-2017,Central,1167,0.28,303.42,Tamil Nadu,2017,April,28,454,25-04-2017,26,1022,Store_1022,FoAt11,3
OD613,Mathew,Snacks,Chocolates,Cumbum,11-09-2017,East,1138,0.29,102.42,Tamil Nadu,2017,September,11,465,07-09-2017,9,1003,Store_1003,SnCh12,4
OD614,Jonas,Beverages,Health Drinks,Cumbum,11-09-2017,East,885,0.19,265.5,Tamil Nadu,2017,September,11,208,09-09-2017,30,1003,Store_1003,BeHe13,2
OD615,Anu,Snacks,Noodles,Vellore,14-11-2018,East,1149,0.25,471.09,Tamil Nadu,2018,November,14,383,11-11-2018,41,1021,Store_1021,SnNo14,3
OD616,Vidya,Food Grains,Atta & Flour,Nagercoil,14-11-2018,East,753,0.23,301.2,Tamil Nadu,2018,November,14,225,13-11-2018,40,1010,Store_1010,FoAt15,1
OD617,Sundar,Food Grains,Atta & Flour,Pudukottai,18-08-2018,East,2493,0.23,922.41,Tamil Nadu,2018,August,18,745,17-08-2018,37,1014,Store_1014,FoAt16,1
OD618,Sheeba,"Eggs, Meat & Fish",Mutton,Namakkal,18-08-2018,East,2236,0.24,961.48,Tamil Nadu,2018,August,18,706,13-08-2018,43,1011,Store_1011,EgMu17,5
OD619,Sudeep,"Eggs, Meat & Fish",Fish,Karur,18-08-2018,East,2106,0.16,884.52,Tamil Nadu,2018,August,18,401,16-08-2018,42,1007,Store_1007,EgFi18,2
OD620,Veena,Bakery,Biscuits,Viluppuram,18-08-2018,East,1873,0.33,618.09,Tamil Nadu,2018,August,18,923,13-08-2018,33,1022,Store_1022,BaBi19,5
OD621,Malik,Snacks,Chocolates,Tirunelveli,18-08-2018,East,1155,0.31,138.6,Tamil Nadu,2018,August,18,519,17-08-2018,12,1019,Store_1019,SnCh20,1
OD622,Shah,"Eggs, Meat & Fish",Mutton,Chennai,26-12-2015,Central,1881,0.27,432.63,Tamil Nadu,2015,December,26,696,24-12-2015,23,1001,Store_1001,EgMu21,2
OD623,Haseena,Beverages,Health Drinks,Nagercoil,29-11-2016,Central,2285,0.21,982.55,Tamil Nadu,2016,November,29,607,25-11-2016,43,1010,Store_1010,BeHe22,4
OD624,Shree,Bakery,Biscuits,Namakkal,29-11-2016,Central,561,0.23,134.64,Tamil Nadu,2016,November,29,168,28-11-2016,24,1011,Store_1011,BaBi23,1
OD625,Surya,"Eggs, Meat & Fish",Eggs,Cumbum,29-11-2016,Central,1482,0.19,340.86,Tamil Nadu,2016,November,29,348,28-11-2016,23,1003,Store_1003,EgEg24,1
OD626,Hafiz,Fruits & Veggies,Organic Vegetables,Dindigul,29-11-2016,Central,977,0.18,332.18,Tamil Nadu,2016,November,29,214,28-11-2016,34,1005,Store_1005,FrOr25,1
OD627,Akash,Food Grains,Atta & Flour,Tirunelveli,15-09-2018,East,1595,0.14,717.75,Tamil Nadu,2018,September,15,260,10-09-2018,45,1019,Store_1019,FoAt26,5
OD628,Alan,Fruits & Veggies,Organic Vegetables,Perambalur,19-05-2018,West,1069,0.28,128.28,Tamil Nadu,2018,May,19,416,17-05-2018,12,1013,Store_1013,FrOr27,2
OD629,Esther,Beverages,Soft Drinks,Coimbatore,17-12-2018,West,566,0.2,215.08,Tamil Nadu,2018,December,17,142,15-12-2018,38,1002,Store_1002,BeSo28,2
OD630,Harish,Beverages,Soft Drinks,Dharmapuri,17-12-2018,West,1551,0.27,155.1,Tamil Nadu,2018,December,17,574,12-12-2018,10,1004,Store_1004,BeSo29,5
OD631,Hafiz,"Eggs, Meat & Fish",Chicken,Coimbatore,11-12-2017,West,1279,0.13,409.28,Tamil Nadu,2017,December,11,191,07-12-2017,32,1002,Store_1002,EgCh30,4
OD632,Willams,Bakery,Biscuits,Coimbatore,11-12-2017,West,745,0.26,208.6,Tamil Nadu,2017,December,11,262,07-12-2017,28,1002,Store_1002,BaBi31,4
OD633,Rumaiza,Food Grains,Rice,Dindigul,11-12-2017,West,540,0.17,32.4,Tamil Nadu,2017,December,11,111,09-12-2017,6,1005,Store_1005,FoRi32,2
OD634,Sudha,"Eggs, Meat & Fish",Eggs,Ooty,24-09-2018,South,620,0.29,43.4,Tamil Nadu,2018,September,24,253,19-09-2018,7,1012,Store_1012,EgEg33,5
OD635,Amy,"Eggs, Meat & Fish",Fish,Cumbum,24-09-2018,South,1931,0.26,308.96,Tamil Nadu,2018,September,24,678,20-09-2018,16,1003,Store_1003,EgFi34,4
OD636,Verma,Bakery,Biscuits,Namakkal,04-10-2016,South,2151,0.27,215.1,Tamil Nadu,2016,October,4,796,01-10-2016,10,1011,Store_1011,BaBi35,3
OD637,Haseena,Food Grains,Atta & Flour,Chennai,15-08-2017,West,1547,0.15,665.21,Tamil Nadu,2017,August,15,273,14-08-2017,43,1001,Store_1001,FoAt36,1
OD638,Shree,Bakery,Breads & Buns,Vellore,15-08-2017,West,926,0.28,240.76,Tamil Nadu,2017,August,15,360,13-08-2017,26,1021,Store_1021,BaBr37,2
OD639,Vidya,Bakery,Breads & Buns,Theni,20-05-2017,West,1419,0.34,283.8,Tamil Nadu,2017,May,20,731,19-05-2017,20,1018,Store_1018,BaBr38,1
OD640,Vinne,Snacks,Cookies,Tenkasi,20-05-2017,West,534,0.16,101.46,Tamil Nadu,2017,May,20,102,19-05-2017,19,1017,Store_1017,SnCo39,1
OD641,Hafiz,Oil & Masala,Spices,Dindigul,18-12-2017,Central,2037,0.21,448.14,Tamil Nadu,2017,December,18,541,17-12-2017,22,1005,Store_1005,OiSp40,1
OD642,Muneer,Food Grains,Atta & Flour,Vellore,30-07-2018,West,966,0.13,183.54,Tamil Nadu,2018,July,30,144,27-07-2018,19,1021,Store_1021,FoAt41,3
OD643,Veena,Food Grains,Atta & Flour,Dharmapuri,30-07-2018,West,1125,0.21,427.5,Tamil Nadu,2018,July,30,299,27-07-2018,38,1004,Store_1004,FoAt42,3
OD644,Verma,Oil & Masala,Spices,Madurai,10-06-2018,Central,2333,0.14,139.98,Tamil Nadu,2018,June,10,380,07-06-2018,6,1009,Store_1009,OiSp43,3
OD645,Esther,Snacks,Noodles,Kanyakumari,21-07-2018,East,1361,0.24,299.42,Tamil Nadu,2018,July,21,430,18-07-2018,22,1006,Store_1006,SnNo44,3
OD646,Hussain,"Eggs, Meat & Fish",Eggs,Nagercoil,30-12-2018,Central,1656,0.31,149.04,Tamil Nadu,2018,December,30,744,27-12-2018,9,1010,Store_1010,EgEg45,3
OD647,Malik,Snacks,Noodles,Cumbum,01-04-2017,West,1351,0.25,202.65,Tamil Nadu,2017,April,1,450,27-03-2017,15,1003,Store_1003,SnNo46,5
OD648,Aditi,Beverages,Health Drinks,Ooty,01-04-2017,West,992,0.33,109.12,Tamil Nadu,2017,April,1,489,29-03-2017,11,1012,Store_1012,BeHe47,3
OD649,Suresh,"Eggs, Meat & Fish",Fish,Dharmapuri,11-12-2017,West,559,0.1,223.6,Tamil Nadu,2017,December,11,62,07-12-2017,40,1004,Store_1004,EgFi48,4
OD650,Amy,Snacks,Chocolates,Viluppuram,11-12-2017,West,2404,0.23,697.16,Tamil Nadu,2017,December,11,718,07-12-2017,29,1022,Store_1022,SnCh49,4
OD651,Jackson,Food Grains,Rice,Chennai,11-12-2017,West,1082,0.28,421.98,Tamil Nadu,2017,December,11,421,08-12-2017,39,1001,Store_1001,FoRi50,3
OD652,Ramesh,"Eggs, Meat & Fish",Fish,Dindigul,23-10-2017,East,1051,0.21,147.14,Tamil Nadu,2017,October,23,279,18-10-2017,14,1005,Store_1005,EgFi51,5
OD653,Shree,Fruits & Veggies,Organic Vegetables,Kanyakumari,19-06-2018,East,1578,0.22,362.94,Tamil Nadu,2018,June,19,445,15-06-2018,23,1006,Store_1006,FrOr52,4
OD654,Aditi,Oil & Masala,Edible Oil & Ghee,Nagercoil,19-06-2018,East,1086,0.27,434.4,Tamil Nadu,2018,June,19,402,14-06-2018,40,1010,Store_1010,OiEd53,5
OD655,Rumaiza,Bakery,Cakes,Dharmapuri,22-08-2017,East,1703,0.2,221.39,Tamil Nadu,2017,August,22,426,20-08-2017,13,1004,Store_1004,BaCa54,2
OD656,Yusuf,Food Grains,Rice,Vellore,22-08-2017,East,1630,0.13,537.9,Tamil Nadu,2017,August,22,244,19-08-2017,33,1021,Store_1021,FoRi55,3
OD657,Yusuf,Snacks,Chocolates,Trichy,22-08-2017,East,1689,0.31,236.46,Tamil Nadu,2017,August,22,759,21-08-2017,14,1020,Store_1020,SnCh56,1
OD658,Peer,Beverages,Health Drinks,Perambalur,19-09-2017,Central,1972,0.3,216.92,Tamil Nadu,2017,September,19,845,17-09-2017,11,1013,Store_1013,BeHe57,2
OD659,Jackson,Oil & Masala,Masalas,Trichy,19-09-2017,Central,1797,0.28,682.86,Tamil Nadu,2017,September,19,699,18-09-2017,38,1020,Store_1020,OiMa58,1
OD660,Ridhesh,Beverages,Soft Drinks,Pudukottai,24-08-2016,Central,1562,0.16,421.74,Tamil Nadu,2016,August,24,298,21-08-2016,27,1014,Store_1014,BeSo59,3
OD661,Ganesh,Fruits & Veggies,Fresh Fruits,Madurai,24-08-2016,Central,2398,0.29,671.44,Tamil Nadu,2016,August,24,979,19-08-2016,28,1009,Store_1009,FrFr60,5
OD662,Komal,Bakery,Cakes,Coimbatore,24-08-2016,Central,2372,0.13,237.2,Tamil Nadu,2016,August,24,354,20-08-2016,10,1002,Store_1002,BaCa61,4
OD663,Ramesh,Beverages,Soft Drinks,Dharmapuri,24-08-2016,Central,1527,0.1,106.89,Tamil Nadu,2016,August,24,170,21-08-2016,7,1004,Store_1004,BeSo62,3
OD664,Ganesh,Snacks,Chocolates,Nagercoil,26-03-2017,East,884,0.29,150.28,Tamil Nadu,2017,March,26,361,24-03-2017,17,1010,Store_1010,SnCh63,2
OD665,Arutra,Fruits & Veggies,Fresh Vegetables,Vellore,04-11-2017,South,2482,0.17,645.32,Tamil Nadu,2017,November,4,508,30-10-2017,26,1021,Store_1021,FrFr64,5
OD666,Jackson,Food Grains,Atta & Flour,Pudukottai,08-06-2018,Central,1250,0.3,125,Tamil Nadu,2018,June,8,536,06-06-2018,10,1014,Store_1014,FoAt65,2
OD667,Jonas,Food Grains,Rice,Ooty,08-06-2018,Central,1548,0.14,356.04,Tamil Nadu,2018,June,8,252,07-06-2018,23,1012,Store_1012,FoRi66,1
OD668,Willams,Beverages,Health Drinks,Nagercoil,08-06-2018,Central,2147,0.25,536.75,Tamil Nadu,2018,June,8,716,07-06-2018,25,1010,Store_1010,BeHe67,1
OD669,Kumar,"Eggs, Meat & Fish",Fish,Vellore,24-12-2015,East,2159,0.19,647.7,Tamil Nadu,2015,December,24,506,20-12-2015,30,1021,Store_1021,EgFi68,4
OD670,Roshan,Snacks,Noodles,Salem,09-06-2018,Central,1054,0.2,432.14,Tamil Nadu,2018,June,9,264,07-06-2018,41,1016,Store_1016,SnNo69,2
OD671,Shree,"Eggs, Meat & Fish",Fish,Ooty,09-06-2018,Central,883,0.12,291.39,Tamil Nadu,2018,June,9,120,08-06-2018,33,1012,Store_1012,EgFi70,1
OD672,Ram,Oil & Masala,Spices,Trichy,09-06-2018,Central,1676,0.15,134.08,Tamil Nadu,2018,June,9,296,05-06-2018,8,1020,Store_1020,OiSp71,4
OD673,Akash,Fruits & Veggies,Fresh Vegetables,Dindigul,15-06-2018,Central,2323,0.25,673.67,Tamil Nadu,2018,June,15,774,10-06-2018,29,1005,Store_1005,FrFr72,5
OD674,Arutra,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,05-12-2018,Central,1292,0.29,297.16,Tamil Nadu,2018,December,5,528,30-11-2018,23,1015,Store_1015,EgEg73,5
OD675,Adavan,Food Grains,Organic Staples,Trichy,05-12-2018,Central,2421,0.11,387.36,Tamil Nadu,2018,December,5,299,03-12-2018,16,1020,Store_1020,FoOr74,2
OD676,Vidya,Bakery,Cakes,Bodi,05-12-2018,Central,1204,0.19,457.52,Tamil Nadu,2018,December,5,282,04-12-2018,38,1000,Store_1000,BaCa75,1
OD677,Vidya,Snacks,Cookies,Cumbum,18-03-2018,Central,2118,0.13,868.38,Tamil Nadu,2018,March,18,316,14-03-2018,41,1003,Store_1003,SnCo76,4
OD678,Komal,"Eggs, Meat & Fish",Chicken,Chennai,18-03-2018,Central,1832,0.21,549.6,Tamil Nadu,2018,March,18,487,16-03-2018,30,1001,Store_1001,EgCh77,2
OD679,Ganesh,Beverages,Health Drinks,Tirunelveli,18-03-2018,Central,1136,0.33,170.4,Tamil Nadu,2018,March,18,560,17-03-2018,15,1019,Store_1019,BeHe78,1
OD680,Sabeela,"Eggs, Meat & Fish",Fish,Kanyakumari,18-03-2018,Central,1952,0.22,585.6,Tamil Nadu,2018,March,18,551,13-03-2018,30,1006,Store_1006,EgFi79,5
OD681,Komal,Beverages,Health Drinks,Vellore,19-11-2017,East,1686,0.27,573.24,Tamil Nadu,2017,November,19,624,18-11-2017,34,1021,Store_1021,BeHe80,1
OD682,Mathew,Oil & Masala,Spices,Salem,19-11-2017,East,2202,0.19,748.68,Tamil Nadu,2017,November,19,517,17-11-2017,34,1016,Store_1016,OiSp81,2
OD683,Verma,"Eggs, Meat & Fish",Chicken,Perambalur,19-11-2017,East,2397,0.26,743.07,Tamil Nadu,2017,November,19,842,15-11-2017,31,1013,Store_1013,EgCh82,4
OD684,Suresh,Snacks,Chocolates,Kanyakumari,04-11-2018,South,1709,0.28,615.24,Tamil Nadu,2018,November,4,665,01-11-2018,36,1006,Store_1006,SnCh83,3
OD685,Ram,Snacks,Noodles,Coimbatore,04-11-2018,South,2340,0.29,444.6,Tamil Nadu,2018,November,4,956,01-11-2018,19,1002,Store_1002,SnNo84,3
OD686,Amy,Oil & Masala,Spices,Trichy,05-07-2015,South,1130,0.34,327.7,Tamil Nadu,2015,July,5,582,04-07-2015,29,1020,Store_1020,OiSp85,1
OD687,Sudha,Oil & Masala,Masalas,Ramanadhapuram,05-07-2015,South,960,0.19,144,Tamil Nadu,2015,July,5,225,02-07-2015,15,1015,Store_1015,OiMa86,3
OD688,Yusuf,Bakery,Cakes,Trichy,05-07-2015,South,2142,0.21,149.94,Tamil Nadu,2015,July,5,569,30-06-2015,7,1020,Store_1020,BaCa87,5
OD689,Shah,Oil & Masala,Masalas,Vellore,25-12-2018,East,774,0.27,69.66,Tamil Nadu,2018,December,25,286,20-12-2018,9,1021,Store_1021,OiMa88,5
OD690,Yusuf,Food Grains,Rice,Salem,21-06-2015,South,2427,0.28,461.13,Tamil Nadu,2015,June,21,944,18-06-2015,19,1016,Store_1016,FoRi89,3
OD691,Jonas,Food Grains,Organic Staples,Karur,21-06-2015,South,2231,0.23,379.27,Tamil Nadu,2015,June,21,666,20-06-2015,17,1007,Store_1007,FoOr90,1
OD692,Yadav,"Eggs, Meat & Fish",Chicken,Perambalur,21-06-2015,South,1163,0.25,314.01,Tamil Nadu,2015,June,21,388,20-06-2015,27,1013,Store_1013,EgCh91,1
OD693,Harish,Oil & Masala,Spices,Ramanadhapuram,28-03-2016,West,520,0.1,52,Tamil Nadu,2016,March,28,58,26-03-2016,10,1015,Store_1015,OiSp92,2
OD694,James,Bakery,Breads & Buns,Ramanadhapuram,28-03-2016,West,713,0.28,299.46,Tamil Nadu,2016,March,28,277,25-03-2016,42,1015,Store_1015,BaBr93,3
OD695,Mathew,Bakery,Biscuits,Perambalur,14-05-2016,East,2128,0.1,425.6,Tamil Nadu,2016,May,14,236,12-05-2016,20,1013,Store_1013,BaBi94,2
OD696,Esther,"Eggs, Meat & Fish",Mutton,Viluppuram,14-05-2016,East,2302,0.18,230.2,Tamil Nadu,2016,May,14,505,13-05-2016,10,1022,Store_1022,EgMu95,1
OD697,Yusuf,Oil & Masala,Masalas,Chennai,14-05-2016,East,1735,0.11,572.55,Tamil Nadu,2016,May,14,214,11-05-2016,33,1001,Store_1001,OiMa96,3
OD698,Akash,Beverages,Health Drinks,Ooty,14-05-2016,East,2178,0.13,718.74,Tamil Nadu,2016,May,14,325,12-05-2016,33,1012,Store_1012,BeHe97,2
OD699,Willams,"Eggs, Meat & Fish",Chicken,Dindigul,14-05-2016,East,2173,0.12,956.12,Tamil Nadu,2016,May,14,296,10-05-2016,44,1005,Store_1005,EgCh98,4
OD700,Haseena,Oil & Masala,Edible Oil & Ghee,Perambalur,14-05-2016,East,1064,0.27,234.08,Tamil Nadu,2016,May,14,394,09-05-2016,22,1013,Store_1013,OiEd99,5
OD701,Sharon,Beverages,Health Drinks,Chennai,14-05-2016,East,1259,0.25,276.98,Tamil Nadu,2016,May,14,420,10-05-2016,22,1001,Store_1001,BeHe0,4
OD702,Komal,Bakery,Breads & Buns,Ooty,02-09-2018,East,2086,0.23,229.46,Tamil Nadu,2018,September,2,623,31-08-2018,11,1012,Store_1012,BaBr1,2
OD703,Vince,Oil & Masala,Spices,Tirunelveli,04-11-2017,West,2062,0.18,268.06,Tamil Nadu,2017,November,4,453,01-11-2017,13,1019,Store_1019,OiSp2,3
OD704,James,Bakery,Biscuits,Namakkal,09-04-2016,West,2463,0.32,197.04,Tamil Nadu,2016,April,9,1159,07-04-2016,8,1011,Store_1011,BaBi3,2
OD705,Adavan,Food Grains,Dals & Pulses,Ooty,12-09-2015,South,506,0.22,136.62,Tamil Nadu,2015,September,12,143,07-09-2015,27,1012,Store_1012,FoDa4,5
OD706,Shree,"Eggs, Meat & Fish",Chicken,Chennai,12-09-2015,South,1354,0.35,500.98,Tamil Nadu,2015,September,12,729,08-09-2015,37,1001,Store_1001,EgCh5,4
OD707,Roshan,Snacks,Chocolates,Bodi,12-09-2015,South,1030,0.25,247.2,Tamil Nadu,2015,September,12,343,10-09-2015,24,1000,Store_1000,SnCh6,2
OD708,Sudeep,Oil & Masala,Masalas,Madurai,02-12-2015,East,530,0.28,174.9,Tamil Nadu,2015,December,2,206,27-11-2015,33,1009,Store_1009,OiMa7,5
OD709,Amrish,Beverages,Soft Drinks,Coimbatore,02-12-2015,East,1409,0.11,408.61,Tamil Nadu,2015,December,2,174,27-11-2015,29,1002,Store_1002,BeSo8,5
OD710,Yadav,Bakery,Breads & Buns,Vellore,02-12-2015,East,1419,0.27,255.42,Tamil Nadu,2015,December,2,525,29-11-2015,18,1021,Store_1021,BaBr9,3
OD711,Roshan,Food Grains,Atta & Flour,Tirunelveli,05-04-2015,East,2371,0.32,900.98,Tamil Nadu,2015,April,5,1116,31-03-2015,38,1019,Store_1019,FoAt10,5
OD712,Sabeela,Snacks,Noodles,Krishnagiri,03-09-2018,South,1078,0.21,258.72,Tamil Nadu,2018,September,3,287,30-08-2018,24,1008,Store_1008,SnNo11,4
OD713,Akash,"Eggs, Meat & Fish",Eggs,Dindigul,19-05-2018,East,1084,0.21,54.2,Tamil Nadu,2018,May,19,288,16-05-2018,5,1005,Store_1005,EgEg12,3
OD714,Krithika,Food Grains,Atta & Flour,Karur,19-05-2018,East,1498,0.19,179.76,Tamil Nadu,2018,May,19,351,15-05-2018,12,1007,Store_1007,FoAt13,4
OD715,Veena,Food Grains,Dals & Pulses,Theni,19-05-2018,East,1797,0.28,449.25,Tamil Nadu,2018,May,19,699,15-05-2018,25,1018,Store_1018,FoDa14,4
OD716,Amy,Food Grains,Dals & Pulses,Bodi,01-07-2015,West,1596,0.34,351.12,Tamil Nadu,2015,July,1,822,29-06-2015,22,1000,Store_1000,FoDa15,2
OD717,James,Fruits & Veggies,Fresh Fruits,Tenkasi,11-01-2015,East,2019,0.14,868.17,Tamil Nadu,2015,January,11,329,09-01-2015,43,1017,Store_1017,FrFr16,2
